MARKER	PATH	SIZE_B	DATE	DECISION	REASON
ATO_MINIMIZING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_ARCHE/ATO_atomic/ATO_MINIMIZING.yaml	622	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINIMIZING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_MINIMIZING Kopie.yaml	622	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINIMIZING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_MINIMIZING.yaml	622	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINIMIZING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_MINIMIZING.yaml	622	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MINI_DEADLINE.yaml	688	2025-11-22	KEEP_BEST	best of 10 copies
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MINI_DEADLINE.yaml	688	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/ATO_MINI_DEADLINE.yaml	688	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/ATO_MINI_DEADLINE.yaml	688	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MINI_DEADLINE.yaml	688	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MINI_DEADLINE.yaml	688	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MINI_DEADLINE.yaml	688	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MINI_DEADLINE.yaml	688	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MINI_DEADLINE.yaml	688	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MINI_DEADLINE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MINI_DEADLINE.yaml	688	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC 2.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_MISC 2.yaml	965	2025-11-22	KEEP_UNIQUE	only instance
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MISC.yaml	965	2025-11-22	KEEP_BEST	best of 14 copies
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_ARCHE/ATO_atomic/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_MISC Kopie.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MISC.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_MISC.yaml	965	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	REVIEW_SMALLER	priority path but another copy has 50%+ more content
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MOCKING_LEXICON.yaml	383	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MOCKING_LEXICON.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_BIAS/ATO_MOCKING_LEXICON.yaml	799	2025-11-22	REVIEW_OLDER_BUT_LARGER	older but 416B larger - new version may be error
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MODAL_VERB.yaml	582	2025-11-22	KEEP_BEST	best of 13 copies
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_SELF_CONSIST/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERB.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_MODAL_VERB.yaml	582	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS 2.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_MODAL_VERBS 2.yaml	578	2025-11-22	KEEP_UNIQUE	only instance
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MODAL_VERBS.yaml	578	2025-11-22	KEEP_BEST	best of 14 copies
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_ARCHE/ATO_atomic/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_MODAL_VERBS Kopie.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MODAL_VERBS.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_MODAL_VERBS.yaml	578	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	KEEP_BEST	best of 11 copies
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_GOOD_INTENT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_ARCHE/ATO_atomic/ATO_MORAL_GOOD_INTENT.yaml	859	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	REVIEW_SMALLER	priority path but another copy has 50%+ more content
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/ATO_atomic/ATO_MORAL_LANGUAGE.yaml	565	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
ATO_MORAL_LANGUAGE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_BIAS/ATO_MORAL_LANGUAGE.yaml	926	2025-11-22	REVIEW_OLDER_BUT_LARGER	older but 361B larger - new version may be error
ATO_MUST_CHECK.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MUST_CHECK.yaml	609	2025-11-22	KEEP_BEST	best of 11 copies
